index,score_scale,score_binary,full_text
152,-0.5,"[[1, -3]]","Mais de Paulo Freire, considerado inimigo pelo presidente mais burro da nossa história, segundo DataFolha: “Como o legado do educador brasileiro é visto no exterior” 
https://t.co/tiYReGnqMc"
153,-0.5,"[[1, -3]]","RT @folha: Por que o Brasil de Olavo e Bolsonaro vê em Paulo Freire um inimigo

Biógrafo analisa hostilidade contra o educador, em alta nos…"
154,-0.5,"[[1, -3]]","RT @gugachacra: Prefeito de NY, Bill de Blasio, chama Bolsonaro de ser humano perigoso e pede ao Museu de História Natural que cancele even…"
155,-0.5,"[[1, -3]]","Subserviência sem fim: Araújo veta homenagem de formandos do Itamaraty ao diplomata José Mauricio Bustani, que denunciou fake news americana sobre armas químicas que justificou guerra contra Iraque.  https://t.co/EwweJrmM2V"
156,-0.5,"[[1, -3]]","Ricupero, um dos mais respeitados embaixadores brasileiros no exterior, analisa os 100 dias que mudaram para muito pior a posição do Brasil no mundo. 
 https://t.co/DMKOvaxzRo via @UOLNoticias @UOL"
157,-0.5,"[[1, -3]]","RT @gerdwenzel: Plágio dos anos 30 na Alemanha: é só trocar ""comunistas"" por ""judeus"". https://t.co/XmD09BtYAc"
158,-0.5,"[[1, -3]]","RT @blogdosakamoto: Um alento para o futuro: o desprezo em celebrar o golpe militar é maior entre os mais jovens. Segundo o Datafolha, 64%…"
159,-0.5,"[[1, -3]]",RT @eduardomoreira: Eu entendo Bolsonaro não acreditando nos números quando saiu o total de desempregados. Eu fiquei assim tambem quando sa…
160,-0.5,"[[1, -3]]","Imbecil inconsequente: “Após dizer que Hamas deveria explodir, Flávio Bolsonaro recua e apaga publicação.” https://t.co/SYp43C4P2R"
161,-0.5,"[[1, -3]]","RT @tabataamaralsp: Para cumprir a meta fiscal, o governo cortou R$ 5,8 bilhões da Educação, a pasta mais prejudicada. Com isso, já não cor…"
162,-0.5,"[[1, -3]]","Isso é um acinte! Humilhante sob todos os aspectos e inimaginável em outros países que viveram o mesmo pesadelo. 
#ditaturanuncamais https://t.co/Jj8xN4UqgM"
163,-0.5,"[[1, -3]]","A maior crise pela qual passa este governo é no MEC. O presidente não tem pulso para demitir e o ministro não tem vergonha na cara para demitir-se.
“Vélez fica no cargo, mas não pode nomear mais ninguém”. @estadao:  https://t.co/WRoN6DOnsh"
164,-0.5,"[[1, -3]]","RT @monicabergamo: Pobres serão os mais prejudicados pela reforma da Previdência de Bolsonaro, dizem especialistas.
https://t.co/ZXflWdOUu2"
165,-0.5,"[[1, -3]]","Nos EUA, apesar de prometer combater fakenews, Bolsonaro cita informações falsas sobre imigração e antiamericanismo. Conheça as principais mentiras: https://t.co/CosN3NhCES #factchecking via @aosfatos"
166,-0.5,"[[1, -3]]","RT @MarinaSilva: O desmatamento da Amazônia cresceu 54% no 1º mês do governo Bolsonaro, em comparação com janeiro de 2018. Os ataques do at…"
167,-0.5,"[[1, -3]]","RT @screamyell: Antes de zerar morte por tráfico, Uruguai proibiu programas policiais (como o Cidade Alerta). Mujica vetou a exibição de at…"
168,-0.5,"[[1, -3]]","ELEMENTAR - Assassinato de Marielle pode ter mandante, diz Moro - https://t.co/pLVZ1nb2Hc"
169,-0.5,"[[1, -3]]","Matéria inútil para terraplanistas.
Pedofilia: como o tratamento feito no Brasil pode ajudar a prevenir crimes | Ciência e Saúde | G1 https://t.co/AiBP1yNgJz"
170,-0.5,"[[1, -3]]","Para lembrar “Jungmann: Envolvimento de poderosos na morte de Marielle é certeza”
https://t.co/HzHU0jJaHt"
171,-0.5,"[[1, -3]]","RT @ManuelaDavila: Dois policiais são presos na Barra da Tijuca, suspeitos de executarem Marielle Franco. Um deles mora no mesmo condomínio…"
172,-0.5,"[[1, -3]]",RT @vtorresfreire: Lombadas e bananas foram assunto do primeiro live de Bolsonaro. Bananas importadas afetam o Vale Ribeira em que passou s…
173,-0.5,"[[1, -3]]","Será que o destempero de Bolsonaro tem a ver com a morte de Marielle e Anderson que, esta semana, completa um ano, sem que as autoridades solucionem o caso? Siga a sequência... https://t.co/ffSTdAhaTY"
174,-0.5,"[[1, -3]]","Para desviar foco do laranjal e das milícias, Bolsonaro usa declaração falsa para atacar imprensa @estadao:  https://t.co/reKm32mUvB"
175,-0.5,"[[1, -3]]","RT @raullsantiago: ESSE VÍDEO É MEU. ESSA VOZ SOU EU! ESSE TERROR SOU EU QUE VIVO, SOMOS NÓS QUE VIVEMOS, POR CAUSA DE VOCÊS QUE APLAUDEM E…"
176,-0.5,"[[1, -3]]",Retórica anti-China de Bolsonaro trava uso de fundo bilionário no Brasil e prejudica investimentos em infraestrutura - https://t.co/QUgpU90ggm
177,-0.5,"[[1, -3]]","Como classificar um governo que incita a violência contra professores, artistas e cientistas?"
178,-0.5,"[[3, -5]]","RT @TheInterceptBr: No altar de Jair Bolsonaro, há uma lista com ladrões, assassinos, torturadores e um pedófilo que ganharam elogios públi…"
179,-0.5,"[[1, -3]]",Aula de diplomacia do pior chanceler do mundo: “Diplomata brasileiro é demitido após republicar textos que debatem crise na Venezuela” https://t.co/iJHQ6Tkz2d
180,-0.5,"[[1, -3]]",Bozonazis tentam responsabilizar Lula pela morte do neto e produzem a pior Fake News de todas até aqui. https://t.co/VzefXmYN4g
181,-0.5,"[[1, -3]]",Esse domingo vou à missa pedir proteção ao povo contra os falsos messias. https://t.co/AxdK7xkgoP
182,-0.5,"[[1, -3]]",Um governo bisonho: 7 fatos sobre o ditador — e pedófilo em série — elogiado por Bolsonaro.  https://t.co/tJGWbOqecj
183,-0.5,"[[1, -3]]","RT @arielpalacios: E em nossa sessão ¨O Atacadão do Thread¨, hoje vamos com ...

O pedófilo ditador e seu harém de meninas. https://t.co/9E…"
184,-0.5,"[[1, -3]]",Agronegócio e geopolítica: os tolos no comando. China sinaliza US$ 30 bi em compras dos EUA e ameaça exportações do Brasil https://t.co/abU6S9S5kH
185,-0.5,"[[1, -3]]","Estafetas de Trump, posição dos Bolsonaro é derrotada pelo Grupo de Lima, que rejeita ação militar na Venezuela, apesar de pressão americana. Como disse Lula, Maduro é problema dos venezuelanos, não dos norte-americanos. https://t.co/7jVEgN7nHn"
186,-0.5,"[[1, -3]]","Os podres do laranjal: Como deputado, o hoje senador Bolsonaro homenageou pelo menos 23 policiais e militares declarados culpados ou em julgamento por crimes que vão de homicídio a corrupção. https://t.co/MZwy5OL7mS"
187,-0.5,"[[1, -3]]",RT @monicabergamo: O padre Rodrigo Maria acaba de ser expulso da igreja pelo papa. Ele é suspeito de abusar sexualmente de ex-freiras. O pa…
188,-0.5,"[[1, -3]]","Inacreditável: Bolsonaro mentiu ao negar conversas com Bebianno, mostram áudios @estadao:  https://t.co/11dJ8tR9s8"
189,-0.5,"[[2, -4]]",Triste mais esse episódio que nos priva do profissionalismo de Boechat. Meus sentimentos às famílias do jornalista e do piloto. Que Deus os acolha.
190,-0.5,"[[1, -3]]","Pesquisadora canadense explica política de extrema-direita na área da segurança. Lei anticrime de Moro rende votos, mas é populismo punitivo e visa vingança. 
https://t.co/QeZv0Hp4nC via @UOLNoticias @UOL"
191,-0.5,"[[1, -3]]",RT @reinaldoazevedo: Meu artigo na @folha @folha_poder desta sexta: o plano de Moro estimula a violência https://t.co/TsiGli3oJk
192,-0.5,"[[1, -3]]","Li o pacote anticrime do Moro: para quem esperava o Plano Real da Segurança, que viesse solucionar problemas relativos à criminalidade, letalidade policial, genocídio da população negra, superpopulação carcerária etc., as medidas anunciadas são frustrantes e contraproducentes."
193,-0.5,"[[1, -3]]",RT @caetanoveloso: Quem quer que me leia deveria ler a entrevista de #JoséMiguelWisnik à @folhadespaulo: tudo o que me tem levado a chorar…
194,-0.5,"[[1, -3]]",Escândalo Flávio Bolsonaro explica ataque contra transparência pública. Lei de Acesso à Informação e ações do Coaf ameaçadas. https://t.co/6DbX2laXhf
195,-0.5,"[[1, -3]]","O Estadão está bastante chateado com o desempenho de Bolsonaro em Davos. Segundo o jornal, o rapaz demonstrou despreparo físico e psicológico. Fraquejou, mas pelo menos não desmaiou.  https://t.co/1VJUAbCJux"
196,-0.5,"[[1, -3]]","RT @JornalOGlobo: ⚡️ “Flávio Bolsonaro e suspeitos de ligação com o assassinato de Marielle”

https://t.co/NbhtBD8HxL"
197,-0.5,"[[1, -3]]","RT @snesfca: ""Só que ai veio a primeira guerra mundial e na primeira guerra mundial o próprio Marx percebeu""

Karl Marx:
- nascimento: 5 de…"
198,-0.5,"[[1, -3]]","RT @BernardoMF: Para defender o decreto das armas, ministro contestou estudos e apresentou dados falsos. As práticas têm sido comuns neste…"
199,-0.5,"[[1, -3]]","@_Vinicius_Neves O Brasil não conheceu propriamente a pré-modernidade, mas durante a colonização portuguesa o genocídio da população nativa foi um período de trevas, para não falar da escravidão. Estude, vale a pena."
200,-0.5,"[[1, -3]]","Ibama anula multa ambiental de Bolsonaro, aplicada por fiscal comunista, e processo volta à estaca zero. ""Ele não foi multado por pescar. Ele foi multado porque estava com uma vara de pesca. O fiscal presumiu que ele estava pescando”. https://t.co/y4mNYjZzYs"
201,-0.5,"[[1, -3]]","De Philipp Lichterbeck da Deutsche Welle: “No Brasil, está na moda um anti-intelectualismo que lembra a Inquisição. Seus representantes preferem Silas Malafaia a Immanuel Kant. Os ataques miram o próprio esclarecimento”.
https://t.co/aXDVX7jfru Brasil, um país do passado"
202,-0.5,"[[1, -3]]","RT @minc_rj: Começou ataque aos Indios: foi invadida a área dos Arara, em Uruará, Pará. Por centenas de grileiros, madeireiros e criminosos…"
203,-0.5,"[[1, -3]]",Pesquisa dá ideia do quanto essa eleição foi suja: WhatsApp e a eleição onde o crime compensa; por Flávia Marreiro https://t.co/MYsDfJ1Rcw via @elpais_brasil
204,-0.5,"[[1, -3]]","Missão dada, missão cumprida: Aldeia indígena em PE tem escola e posto de saúde incendiados; índios temem novos ataques via @UOLNoticias @UOL  https://t.co/ZO5z53OjD6"
205,-0.5,"[[1, -3]]","É inadmissível o assassinato de um jovem, Charlione Lessa Albuquerque, que participava de carreata da minha campanha em Pacajus. Ele estava no carro com a mãe celebrando a democracia e acabou morto. É preciso apuração e punição rápida. À família, toda minha solidariedade."
206,-0.5,"[[1, -3]]","RT @MarinaSilva: Diante do pior risco iminente, darei um voto crítico e farei oposição democrática ao professor @Haddad_Fernando. Leia o po…"
207,-0.5,"[[2, -4]]",O Bolsonaro está perdendo votos porque as pessoas estão conhecendo ele agora. Eu espero que a população tenha tempo de conhecer esse homem odioso que ele é. #SabatinaHaddad
208,-0.5,"[[2, -4]]","Gostaria de dizer ao eleitor que Bolsonaro não é a mudança, é a continuidade do governo Temer, para pior inclusive. Ele diz que já está com a faixa presidencial na mão desde a semana passada e ontem entrou em desespero porque viu nossa reação nas ruas. #SabatinaHaddad"
209,-0.5,"[[1, -3]]","Bolsonaro estimula a violência dos outros. Ele próprio é um covarde, só que ele estimula as milícias, os capangas, as pessoas violentas a sairem do armário. Ele é a expressão da violência. É muito comum na história dos povos que os covardes estimulem a violência."
210,-0.5,"[[1, -3]]","Eu quero dizer que não adianta intimidar as universidades, não adianta invadir os campi universitários. A Educação não vai se calar. Os professores e estudantes não vão se calar até derrotar o soldadinho de araque."
211,-0.5,"[[2, -4]]",Meu adversário é tão mentiroso que ganhou até homenagem. Vergonha internacional. https://t.co/CnDiKzdciV
212,-0.5,"[[1, -3]]",Fernando Haddad fala com a imprensa em São Paulo. Diferente do outro candidato cuja campanha ameaça jornais e jorna… https://t.co/UciBO9m3fQ
213,-0.5,"[[1, -3]]","Vamos trabalhar até sábado para evitar o pior. Bolsonaro é arrogante, já está preparando transição com o Temer, mas quem decide é o povo domingo. Chamo ele de soldadinho de araque porque não coloca medo em ninguém. O que dá medo é o que vem por trás dele, os porões da ditadura."
214,-0.5,"[[1, -3]]","O antipetismo sempre existiu no país. Sou filiado desde 1985 e sempre senti uma angústia da elite com o surgimento de um partido de massas. Há uma questão da antipolítica também, envolvendo os três grandes partidos do país. Mas quem saiu vivo desse processo eleitoral foi o PT."
215,-0.5,"[[1, -3]]","Bolsonaro não é um homem ético como prega, é um soldadinho de araque. Se não fosse, não teria aceitado dinheiro sujo para divulgar mensagens falsas contra mim no WhatsApp."
216,-0.5,"[[1, -3]]",Bolsonaro não surpreende. Já aprovou todas as pautas da agenda Temer e agora oferece uma extensão muito pior do que o governo atual. https://t.co/FUoMqRciuQ
217,-0.5,"[[1, -3]]","Vocês devem conhecer muita gente que recebeu notícia falsa pelo Whatsapp. Muita gente se informa pelo celular. A armação deles era pra que isso terminasse no 1o turno, pra que eles não fossem descobertos, mas no 2o turno toda sujeirada deles veio à tona."
218,-0.5,"[[1, -3]]","Sabíamos que milhões de notícias falsas estavam sendo distribuídas, só não sabíamos quem estava patrocinando. Se um dos empresários for preso, eu tenho certeza que vai abrir a boca e falar a mando de quem fez o que fez."
219,-0.5,"[[1, -3]]",A democracia está em risco. O deputado Jair Bolsonaro está sendo condenado diariamente pela Justiça Eleitoral a retirar as difamações que faz contra mim. E agora sabemos que ele está produzindo e distribuindo isso com dinheiro sujo.
220,-0.5,"[[1, -3]]",Agora é a hora de mostrar que não se esconde. Vamos debater olho no olho o destino desse país?! #VemProDebate https://t.co/LR4aZONEQJ
221,-0.5,"[[1, -3]]","Segundo a Folha, o planejamento é de que ocorra o mesmo tsunami de mentiras na última semana da eleição. Nós vamos chegar aos autores deste crime. Não vamos permitir que isto termine assim. Estão me caluniando com dinheiro sujo."
222,-0.5,"[[1, -3]]","Eu temo que a Justiça Eleitoral e que a imprensa, inibidas pela violência, não cumpram seus deveres constitucionais. Estamos diante de uma situação grave. E eu esperava essa reação da classe jurídica. Quem lutou pela democracia no Brasil foram os juízes democráticos deste país."
223,-0.5,"[[1, -3]]","Na Folha de hoje, o escândalo do caixa 2 digital de Bolsonaro. Meu adversário joga na sombra o tempo todo enquanto foge dos debates na luz do dia. Joga sujo junto com a turma do dinheiro para enganar o eleitor. https://t.co/dQCT5xZB6v"
224,-0.5,"[[1, -3]]","O Estado tem que garantir as liberdades religiosas. Não podemos tomar partido por uma, em detrimento da outra. Quando vejo um candidato à Presidência ofender um dos maiores cardeais que SP já teve, chamando Dom Paulo Evaristo Arns de picareta e vagabundo, muito me preocupa."
225,-0.5,"[[1, -3]]","De hoje, depois da entrevista com o pessoal do programa Pânico, da rádio Jovem Pan.

Foto: Ricardo Stuckert https://t.co/kENc8Mqkcc"
226,-0.5,"[[1, -3]]","O mercado vê tudo no curto prazo. Eles estão de olho nas privatizações, nas estatais que podem ser vendidas a preço de banana. O mercado não está olhando o Bolsonaro, está de olho no Paulo Guedes, e o Paulo Guedes pode ser demitido no dia 2 de janeiro."
227,-0.5,"[[1, -3]]","Ontem o TSE condenou o Bolsonaro a parar de mentir sobre o que ele chama de Kit Gay. Ele me acusou de distribuir material impróprio para crianças de 6 anos. Eu não uso carro por opção, eu poderia comprar um carro. E o cara me atribui uma Ferrari? Ele só mente."
228,-0.5,"[[1, -3]]",Todos os estudos mostram que armar a população aumenta a violência. No domingo uma criança de 11 anos matou uma de 12 porque teve acesso a arma do pai. Nenhum especialista em segurança afirma que armar a população vai diminuir a violência.
229,-0.5,"[[1, -3]]","Fernando Haddad, candidato à Presidência, participa do programa Pânico da Jovem Pan #Haddad13 https://t.co/aFKIPCOajo"
230,-0.5,"[[1, -3]]",Nós temos o caminho. Trabalho e Educação são as saídas. Violência não vai levar a lugar nenhum. Armar a população e o extermínio de quem pensa diferente não vão nos levar a lugar nenhum.
231,-0.5,"[[1, -3]]",Quem bate continência para a bandeira americana é quem deveria explicar porque usa a bandeira verde e amarela. Quem desonra a própria bandeira que tem que dar explicação.
232,-0.5,"[[1, -3]]",O Bolsonaro é uma ameaça concreta às instituições. Eu faço acenos todos os dias. Não vou poupar esforços para evitar o pior. Estamos lidando com um dos piores parlamentares da História como se fosse banal o que está acontecendo.
233,-0.5,"[[1, -3]]","Deputado Bolsonaro, o povo brasileiro pagou o seu salário de deputado por 28 anos para o senhor trabalhar. E o senhor fez o que nesses 28 anos que recebeu salário pago pelo povo? Vem contar! Vem debater. #VemProDebate https://t.co/N1LSLO9LkA"
234,-0.5,"[[1, -3]]","Na tentativa de me agredir, nosso adversário ofende a todos os professores e professoras do Brasil, que jamais distribuíram material impróprio nas escolas. https://t.co/hKREdgYgPJ"
235,-0.5,"[[1, -3]]","Deputado Jair Bolsonaro, vamos debater?! #VemProDebate https://t.co/npCGpx8iDy"
236,-0.5,"[[1, -3]]",Essa escalada de violência tem que ter fim. Estamos recebendo denúncia de atos violentos em todo o país. Hoje uma jovem de 19 anos foi praticamente sequestrada por três apoiadores do Bolsonaro e teve uma suástica entalhada no seu corpo com um canivete. Isso precisa parar.
237,-0.5,"[[1, -3]]","A escalada da violência tem que parar e tem que ser pelo voto. Temos que responder com cidadania, civilidade e democracia. Violência não se responde com violência."
238,-0.5,"[[1, -3]]",Vamos colocar a Polícia Federal pela primeira vez na rua para combater o crime organizado. Só 8% dos crimes de morte no Brasil chegam a uma conclusão. As facções criminosas estão atuando nacionalmente e a PF vai entrar no circuito. Os grandes criminosos precisam ir para a cadeia.
239,-0.5,"[[1, -3]]",Tentei uma aproximação com a candidatura do meu adversário para estabelecer um protocolo ético. Tem muita notícia falsa circulando e as duas campanhas poderiam se ajudar e contribuir para que os eleitores recebessem informações reais sobre o que cada um pensa.
240,-0.5,"[[1, -3]]",Fica o apelo para que a Justiça eleitoral seja mais rápida para retirar essas mentiras contra nós da internet. Queremos estabelecer um protocolo ético contra calúnias e difamações anônimas.
241,-0.5,"[[1, -3]]",Promover notícias falsas além de tudo custa dinheiro... Meu adversário se empenhou muito em ataque e pouco em propostas. https://t.co/w57zTS2EmU
242,-0.5,"[[1, -3]]","Todas as pesquisas apontam para nossa ida ao segundo turno, quando deixaremos ainda mais clara a diferença entre os projetos que estão em disputa no Brasil.#VotePorLulaVote13"
243,-0.5,"[[1, -3]]",Até os procuradores da Lava Jato já elogiaram a legislação criada pelos nossos governos para fiscalizar a corrupção. #HaddadÉ13 #DebateNaGlobo
244,-0.5,"[[1, -3]]","RT @LulaOficial: ✅🚨 ZAP DO LULA NA GUERRA CONTRA AS MENTIRAS E BOATOS

Lula e Haddad precisam de você! Combata mentiras, boatos e fake news…"
245,-0.5,"[[1, -3]]","Não vamos sossegar enquanto @LulaOficial não tiver um julgamento justo, porque o que foi feito foi um ato de perseguição para tirar ele da disputa."
246,-0.5,"[[1, -3]]",Nós não podemos tentar resolver os problemas do país no autoritarismo e na violência. A democracia deve ser celebrada todo o tempo.
247,-0.5,"[[1, -3]]","Seu desconhecimento da realidade brasileira chama muita atenção, senador @alvarodias_. Você fica fechado no seu gabinete no Senado. #DebateAparecida"
248,-0.5,"[[1, -3]]","O delator vem fazer uma delação e não apresenta uma prova. Estamos em um processo perigoso, em que você pode por antipatia macular a imagem de uma pessoa. Três anos para entrar com a ação, entrou agora por que? Faltando 30 dias para a eleição... #HaddadNaGloboNews"
249,-0.5,"[[1, -3]]","Nunca houve um governo que fortaleceu tanto a PF, MP e Controladoria Geral da União. Lembrando que existem erros judiciários algumas vezes e que podem ser revertidos. Vamos lembrar de Gushiken, que foi absolvido quase em seu leito de morte. #HaddadNaGloboNews"
250,-0.5,"[[1, -3]]",O @LulaOficial sempre me falou que tem duas coisas importantes na vida: a educação e o trabalho. Hoje temos 171 mil estudantes abandonando a graduação. É um pecado o que estamos vendo.
251,-0.5,"[[1, -3]]",Tem sempre um tucano com uma maldade. Um projeto do mal. O @geraldoalckmin deveria assumir logo que defende o @MichelTemer. Temos a tarefa de explicar isso para as pessoas.
252,-0.5,"[[1, -3]]","Eles estão contra uma ideia de Brasil. O país sempre foi visto como um quintal deles. Aí chega um cara de pau de arara, com até a quarta-série e começa a construir com o povo uma visão de futuro. O cara que mais investiu na educação chama @LulaOficial."
253,-0.5,"[[1, -3]]",Aqueles que querem dar um choque na economia aumentando imposto e reduzindo gasto vão colher recessão. #HaddadnoCanalLivre
254,-0.5,"[[1, -3]]","Vamos seguir a ordem democrática ou vamos cometer uma segunda violência contra @LulaOficial? Esperamos dos meios de comunicação, que dependem da democracia pra sobreviver, a defesa das instituições democráticas."
255,-0.5,"[[1, -3]]","A Reforma Trabalhista é um fiasco. Ela induz à pejotização, induz à criação de um falso empreendedor, que só presta serviço pra uma empresa. #HaddadnoCatraca"
256,-0.5,"[[1, -3]]","Queremos reforçar o contingente da Polícia Federal no combate ao crime organizado. Quanto se prende e quanto se apreende hoje no Brasil? Estamos encarcerando em massa. Quando você chama a responsabilidade federal, você libera as polícias para dar segurança aos cidadãos."
257,-0.5,"[[1, -3]]",Lutar pela participação do Lula nos debates aumenta inclusive a sua audiência. Ele quer fazer a disputa olhando nos olhos do eleitor e dos adversários. Ele tem o desejo de enfrentar qualquer questionamento.
258,-0.5,"[[1, -3]]","A universidade mudou de cara, a educação básica melhorou. Mas o Ensino Médio estagnou. A partir daí o @LulaOficial chama a responsabilidade. Ele quer começar com as 500 escolas com condições mais precárias, fechando acordos de cooperação. #DebateBand #DebatecomLula"
259,-0.5,"[[1, -3]]","A @dilmabr foi traída pelo vice e é acusada. E o traidor é absolvido... Afastaram sem crime de responsabilidade uma presidenta eleita. E agora todos fogem de responder pelo governo Temer. Ninguém pode acusar a Dilma pelo @MichelTemer, ela foi traída por ele."
260,-0.5,"[[1, -3]]","O Lula está muito indignado, como todo mundo sabe. Todos estão percebendo que querem tirá-lo da disputa e nós vamos às ultimas consequências para levá-lo ao Palácio do Planalto mais uma vez. #DebateBand #DebateComLula"
261,-0.5,"[[1, -3]]","Governo temero-tucano é uma ameaça ao planeta, diz estudo https://t.co/saNJVm8dyk"
262,-0.5,"[[1, -3]]",Ex-advogado da Odebrecht reforça suspeita da existência de indústria da delação dentro da Lava Jato https://t.co/aFGg5fHt3B por @jornalismowando
263,-0.5,"[[1, -3]]","Ditadura abafou apuração de corrupção dos anos 70, revelam documentos britânicos https://t.co/my5IICGinm"
264,-0.5,"[[1, -3]]","Artigo de Carlos Leite, Paulo Saldiva e Luiz Carlos Bresser-Pereira sobre o retrocesso urbanístico proposto por Doria-Covas, que ameaça o Plano Diretor de São Paulo, sob os olhares complacentes da grande imprensa.
https://t.co/s2WBnsjghD via @nexojornal"
265,-0.5,"[[1, -3]]",Papa Pop Francisco acusa mídia de difamação que fomenta golpes de Estado https://t.co/3p5MMF34X0
266,-0.5,"[[3, -5]]",Outro ataque fascista no Paraná. Solidariedade às vítimas e abraço fraterno aos resistentes que lutam por democracia. https://t.co/75jv7G5HTH
267,-0.5,"[[1, -3]]","50 Km/h = Nossa política de segurança no trânsito reduziu, entre 2013 e 2017, em 50% o nº de acidentes com vítimas. Em 2017, duas consequências, fruto da imprudência de Doria: aumento de mortes de ciclistas e nas marginais. https://t.co/XWYWwBhrcT"
268,-0.5,"[[1, -3]]","Para economista, informalidade do mercado de trabalho afeta propensão a consumir e prejudica retomada.
“A retomada do crescimento econômico corre riscos neste ano? SIM”
https://t.co/g9k3NLT9Pm"
269,-0.5,"[[1, -3]]","Diante da liderança de Bolsonaro, PSDB se deixa empurrar para os braços do fascismo. Um erro enorme!
“PT 'colhe o que planta', diz Alckmin sobre ataque a tiros a caravana de Lula” https://t.co/Jt6ePUhpvW"
270,-0.5,"[[1, -3]]",Mais um sinal de obscurantismo: Chefe da Agência Brasil é demitido por matéria que desagradou Temer e Alckmin https://t.co/S212C4kBRZ via @redebrasilatual
271,-0.5,"[[1, -3]]","Se o jornalismo é um mal necessário, o mau jornalismo é um mal desnecessário."
272,-0.5,"[[1, -3]]","Governo Temer ameaça liberdade académica: “MEC vai acionar MPF contra disciplina da UnB sobre ‘golpe de 2016’”
 https://t.co/A3vIp2gpuQ"
273,-0.5,"[[1, -3]]","A decisão do TSE de que candidatos poderão financiar toda a campanha com recursos próprios não apenas desequilibra a disputa democrática como abre campo para a fraude via distribuição de dividendos. 
https://t.co/G43WAPlpJH"
274,-0.5,"[[1, -3]]",Brasil tem pior cenário de pluralidade da mídia em 12 países analisados pela ONG Repórteres Sem Fronteiras. E se dizem liberais. https://t.co/fvNqHCUkm6 via @agenciabrasil
275,-0.5,"[[1, -3]]","Artigo de Paulo Cesar de Araújo, da PUC-RJ: “Nos anos 1960, um ex-presidente era investigado por causa de apartamento”.
https://t.co/qz1dUo9lhf"
276,-0.5,"[[1, -3]]",O uso descuidado do indiciamento sem elementos concretos de prova banaliza o instituto que deveria ser reservado para situações em que ao menos haja indício de envolvimento de alguém em atos ilícitos.
277,-0.5,"[[1, -3]]","Não há o mínimo indício de qualquer participação de Fernando Haddad nos atos descritos por um colaborador sem credibilidade, cujas declarações já foram colocadas sob suspeita em outros casos."
278,-0.5,"[[1, -3]]","Ativistas denunciam ação ""de guerra"" da PM e da GCM na cracolândia via @UOLNoticias @UOL  https://t.co/RP8B8kEg9D"
279,-0.5,"[[1, -3]]","Prefeita progressista de Santiago do Chile, derrotada nas eleições, fala de mobilidade urbana em entrevista: ‘Nenhum meio de transporte por  si só é a solução’, diz ex-prefeita chilena -  https://t.co/s1pYjCQnDc"
280,-0.5,"[[1, -3]]","Depois da tentativa desastrada de internação compulsória em massa, barrada pela Justiça, gestão Doria adotará ações de redução de danos na Cracolândia -  https://t.co/UAuGqV5sJl"
281,-0.5,"[[1, -3]]",Resposta da Cultura ao ataque de Dória a nossa gestão: O rebaixamento do debate público da cultura https://t.co/RKsiQaTtJa
